## Synthetic TPS (blade-angle) data
## Fri Mar 01 10:21:40 EST 2002
00:00:67320 TPSValue 29.7
00:00:67340 TPSValue 30.15
00:00:67360 TPSValue 30.6
00:00:67380 TPSValue 31.04
00:00:67400 TPSValue 31.5
00:00:67420 TPSValue 31.95
00:00:67440 TPSValue 32.4
00:00:67460 TPSValue 32.85
00:00:67480 TPSValue 33.29
00:00:67500 TPSValue 33.75
00:00:67520 TPSValue 34.2
00:00:67540 TPSValue 34.65
00:00:67560 TPSValue 35.1
00:00:67580 TPSValue 35.54
00:00:67600 TPSValue 36.0
00:00:67620 TPSValue 36.45
00:00:67640 TPSValue 36.9
00:00:67660 TPSValue 37.35
00:00:67680 TPSValue 37.79
00:00:67700 TPSValue 38.25
00:00:67720 TPSValue 38.7
00:00:67740 TPSValue 39.15
00:00:67760 TPSValue 39.6
00:00:67780 TPSValue 40.04
00:00:67800 TPSValue 40.5
00:00:67820 TPSValue 40.95
00:00:67840 TPSValue 41.4
00:00:67860 TPSValue 41.85
00:00:67880 TPSValue 42.29
00:00:67900 TPSValue 42.75
00:00:67920 TPSValue 43.2
00:00:67940 TPSValue 43.65
00:00:67960 TPSValue 44.1
00:00:67980 TPSValue 44.54
00:00:68000 TPSValue 45.0
00:00:68020 TPSValue 45.07
00:00:68040 TPSValue 45.16
00:00:68060 TPSValue 45.24
00:00:68080 TPSValue 45.31
00:00:68100 TPSValue 45.39
00:00:68120 TPSValue 45.48
00:00:68140 TPSValue 45.56
00:00:68160 TPSValue 45.63
00:00:68180 TPSValue 45.72
00:00:68200 TPSValue 45.8
00:00:68220 TPSValue 45.88
00:00:68240 TPSValue 45.95
00:00:68260 TPSValue 46.04
00:00:68280 TPSValue 46.12
00:00:68300 TPSValue 46.19
00:00:68320 TPSValue 46.28
00:00:68340 TPSValue 46.36
00:00:68360 TPSValue 46.44
00:00:68380 TPSValue 46.51
00:00:68400 TPSValue 46.6
00:00:68420 TPSValue 46.68
00:00:68440 TPSValue 46.75
00:00:68460 TPSValue 46.84
00:00:68480 TPSValue 46.92
00:00:68500 TPSValue 47.0
00:00:68520 TPSValue 47.07
00:00:68540 TPSValue 47.16
00:00:68560 TPSValue 47.24
00:00:68580 TPSValue 47.31
00:00:68600 TPSValue 47.4
00:00:68620 TPSValue 47.48
00:00:68640 TPSValue 47.56
00:00:68660 TPSValue 47.63
00:00:68680 TPSValue 47.72
00:00:68700 TPSValue 47.8
00:00:68720 TPSValue 47.88
00:00:68740 TPSValue 47.95
00:00:68760 TPSValue 48.04
00:00:68780 TPSValue 48.12
00:00:68800 TPSValue 48.19
00:00:68820 TPSValue 48.28
00:00:68840 TPSValue 48.36
00:00:68860 TPSValue 48.44
00:00:68880 TPSValue 48.51
00:00:68900 TPSValue 48.6
00:00:68920 TPSValue 48.68
00:00:68940 TPSValue 48.75
00:00:68960 TPSValue 48.84
00:00:68980 TPSValue 48.92
00:00:69000 TPSValue 48.99
00:00:69020 TPSValue 48.85
00:00:69040 TPSValue 48.71
00:00:69060 TPSValue 48.57
00:00:69080 TPSValue 48.43
00:00:69100 TPSValue 48.29
00:00:69120 TPSValue 48.15
00:00:69140 TPSValue 48.01
00:00:69160 TPSValue 47.87
00:00:69180 TPSValue 47.73
00:00:69200 TPSValue 47.59
00:00:69220 TPSValue 47.45
00:00:69240 TPSValue 47.31
00:00:69260 TPSValue 47.17
00:00:69280 TPSValue 47.03
00:00:69300 TPSValue 46.89
00:00:69320 TPSValue 46.75
00:00:69340 TPSValue 46.61
00:00:69360 TPSValue 46.47
00:00:69380 TPSValue 46.33
00:00:69400 TPSValue 46.19
00:00:69420 TPSValue 46.05
00:00:69440 TPSValue 45.91
00:00:69460 TPSValue 45.77
00:00:69480 TPSValue 45.63
00:00:69500 TPSValue 45.49
00:00:69520 TPSValue 45.35
00:00:69540 TPSValue 45.21
00:00:69560 TPSValue 45.07
00:00:69580 TPSValue 44.93
00:00:69600 TPSValue 44.79
00:00:69620 TPSValue 44.65
00:00:69640 TPSValue 44.51
00:00:69660 TPSValue 44.37
00:00:69680 TPSValue 44.23
00:00:69700 TPSValue 44.09
00:00:69720 TPSValue 43.95
00:00:69740 TPSValue 43.81
00:00:69760 TPSValue 43.67
00:00:69780 TPSValue 43.53
00:00:69800 TPSValue 43.39
00:00:69820 TPSValue 43.25
00:00:69840 TPSValue 43.11
00:00:69860 TPSValue 42.97
00:00:69880 TPSValue 42.83
00:00:69900 TPSValue 42.69
00:00:69920 TPSValue 42.55
00:00:69940 TPSValue 42.41
00:00:69960 TPSValue 42.27
00:00:69980 TPSValue 42.13
00:00:70000 TPSValue 42.0
00:00:70020 TPSValue 42.03
00:00:70040 TPSValue 42.06
00:00:70060 TPSValue 42.08
00:00:70080 TPSValue 42.11
00:00:70100 TPSValue 42.14
00:00:70120 TPSValue 42.17
00:00:70140 TPSValue 42.2
00:00:70160 TPSValue 42.23
00:00:70180 TPSValue 42.27
00:00:70200 TPSValue 42.3
00:00:70220 TPSValue 42.33
00:00:70240 TPSValue 42.36
00:00:70260 TPSValue 42.39
00:00:70280 TPSValue 42.42
00:00:70300 TPSValue 42.45
00:00:70320 TPSValue 42.47
00:00:70340 TPSValue 42.5
00:00:70360 TPSValue 42.53
00:00:70380 TPSValue 42.56
00:00:70400 TPSValue 42.59
00:00:70420 TPSValue 42.63
00:00:70440 TPSValue 42.66
00:00:70460 TPSValue 42.69
00:00:70480 TPSValue 42.72
00:00:70500 TPSValue 42.75
00:00:70520 TPSValue 42.78
00:00:70540 TPSValue 42.81
00:00:70560 TPSValue 42.83
00:00:70580 TPSValue 42.86
00:00:70600 TPSValue 42.89
00:00:70620 TPSValue 42.92
00:00:70640 TPSValue 42.95
00:00:70660 TPSValue 42.98
00:00:70680 TPSValue 43.02
00:00:70700 TPSValue 43.05
00:00:70720 TPSValue 43.08
00:00:70740 TPSValue 43.11
00:00:70760 TPSValue 43.14
00:00:70780 TPSValue 43.17
00:00:70800 TPSValue 43.2
00:00:70820 TPSValue 43.22
00:00:70840 TPSValue 43.25
00:00:70860 TPSValue 43.28
00:00:70880 TPSValue 43.31
00:00:70900 TPSValue 43.34
00:00:70920 TPSValue 43.38
00:00:70940 TPSValue 43.41
00:00:70960 TPSValue 43.44
00:00:70980 TPSValue 43.47
00:00:71000 TPSValue 43.5
00:00:71020 TPSValue 43.53
00:00:71040 TPSValue 43.56
00:00:71060 TPSValue 43.58
00:00:71080 TPSValue 43.61
00:00:71100 TPSValue 43.64
00:00:71120 TPSValue 43.67
00:00:71140 TPSValue 43.7
00:00:71160 TPSValue 43.73
00:00:71180 TPSValue 43.77
00:00:71200 TPSValue 43.8
00:00:71220 TPSValue 43.83
00:00:71240 TPSValue 43.86
00:00:71260 TPSValue 43.89
00:00:71280 TPSValue 43.92
00:00:71300 TPSValue 43.95
00:00:71320 TPSValue 43.97
00:00:71340 TPSValue 44.0
00:00:71360 TPSValue 44.03
00:00:71380 TPSValue 44.06
00:00:71400 TPSValue 44.09
00:00:71420 TPSValue 44.13
00:00:71440 TPSValue 44.16
00:00:71460 TPSValue 44.19
00:00:71480 TPSValue 44.22
00:00:71500 TPSValue 44.25
00:00:71520 TPSValue 44.28
00:00:71540 TPSValue 44.31
00:00:71560 TPSValue 44.33
00:00:71580 TPSValue 44.36
00:00:71600 TPSValue 44.39
00:00:71620 TPSValue 44.42
00:00:71640 TPSValue 44.45
00:00:71660 TPSValue 44.48
00:00:71680 TPSValue 44.52
00:00:71700 TPSValue 44.55
00:00:71720 TPSValue 44.58
00:00:71740 TPSValue 44.61
00:00:71760 TPSValue 44.64
00:00:71780 TPSValue 44.67
00:00:71800 TPSValue 44.7
00:00:71820 TPSValue 44.72
00:00:71840 TPSValue 44.75
00:00:71860 TPSValue 44.78
00:00:71880 TPSValue 44.81
00:00:71900 TPSValue 44.84
00:00:71920 TPSValue 44.88
00:00:71940 TPSValue 44.91
00:00:71960 TPSValue 44.94
00:00:71980 TPSValue 44.97
00:00:72000 TPSValue 45.0
00:00:72020 TPSValue 44.09
00:00:72040 TPSValue 43.19
00:00:72060 TPSValue 42.29
00:00:72080 TPSValue 41.4
00:00:72100 TPSValue 40.5
00:00:72120 TPSValue 39.59
00:00:72140 TPSValue 38.69
00:00:72160 TPSValue 37.79
00:00:72180 TPSValue 36.9
00:00:72200 TPSValue 36.0
00:00:72220 TPSValue 35.09
00:00:72240 TPSValue 34.19
00:00:72260 TPSValue 33.29
00:00:72280 TPSValue 32.4
00:00:72300 TPSValue 31.5
00:00:72320 TPSValue 30.59
00:00:72340 TPSValue 29.69
00:00:72360 TPSValue 28.79
00:00:72380 TPSValue 27.9
00:00:72400 TPSValue 27.0
00:00:72420 TPSValue 26.09
00:00:72440 TPSValue 25.19
00:00:72460 TPSValue 24.29
00:00:72480 TPSValue 23.4
00:00:72500 TPSValue 22.5
00:00:72520 TPSValue 21.59
00:00:72540 TPSValue 20.69
00:00:72560 TPSValue 19.79
00:00:72580 TPSValue 18.9
00:00:72600 TPSValue 18.0
00:00:72620 TPSValue 17.09
00:00:72640 TPSValue 16.19
00:00:72660 TPSValue 15.29
00:00:72680 TPSValue 14.4
00:00:72700 TPSValue 13.5
00:00:72720 TPSValue 12.59
00:00:72740 TPSValue 11.69
00:00:72760 TPSValue 10.79
00:00:72780 TPSValue 9.9
00:00:72800 TPSValue 9.0
00:00:72820 TPSValue 8.09
00:00:72840 TPSValue 7.19
00:00:72860 TPSValue 6.29
00:00:72880 TPSValue 5.4
00:00:72900 TPSValue 4.5
00:00:72920 TPSValue 3.59
00:00:72940 TPSValue 2.69
00:00:72960 TPSValue 1.79
00:00:72980 TPSValue 0.9
00:00:73000 TPSValue 0.0
